name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,available
Lux One-bed Central Park View UWS,Kishore,Manhattan,Upper West Side,40.79234,-73.96482,Entire home/apt,250,1,8,22/08/2014,0.09,1,0
Elegant Uptown Historic District Garden Apartment,Kurt,Manhattan,Washington Heights,40.83451,-73.93885,Entire home/apt,275,3,50,30/06/2019,0.87,2,277
Only 5 Min. to Manhattan!,Grace,Queens,Long Island City,40.74826,-73.94633,Private room,50,180,69,28/09/2016,0.79,1,0
Lovely 1 bdrm in Prospect Heights!,Miya,Brooklyn,Prospect Heights,40.67763,-73.97185,Entire home/apt,125,4,41,20/05/2019,0.47,1,10
Spacious & Sunny in Prime Brooklyn,David,Brooklyn,Clinton Hill,40.68472,-73.96691,Entire home/apt,150,20,89,28/06/2019,1.04,1,247
1 Bedroom Apt - Close to JFK & City,Terrance,Brooklyn,East New York,40.65408,-73.87883,Entire home/apt,70,4,40,17/06/2019,0.46,1,273
"1 br. studio duplex,  Park Slope/Gowanus, Brooklyn",Joe,Brooklyn,Gowanus,40.67302,-73.98756,Entire home/apt,138,3,106,07/06/2019,1.22,1,189
A REAL New Yorkers  Wall St,Suzanne,Manhattan,Financial District,40.70633,-74.00974,Entire home/apt,265,4,33,25/11/2018,0.39,1,0
ROOM AVAILABLE IN NEW YORK CITY,Robert,Manhattan,Upper East Side,40.77548,-73.95183,Private room,145,5,2,03/10/2017,0.09,1,365
Sunny West Village Dream,Andrew,Manhattan,West Village,40.73775,-74.00344,Entire home/apt,151,88,19,24/12/2016,0.22,1,249
SUNNY ZEN  FULL SERVICE HUGE STUDIO,Alda,Manhattan,Financial District,40.70917,-74.0146,Entire home/apt,208,6,100,14/06/2019,1.14,1,310
Beautiful corner prewar apartment in Williamsburg,Jennifer,Brooklyn,Williamsburg,40.7108,-73.96226,Entire home/apt,200,3,16,25/09/2018,0.19,1,291
"Tranquil, Artsy, Sunny Bedroom",Cp,Manhattan,East Village,40.72507,-73.98861,Private room,110,2,64,09/06/2019,0.76,1,74
Room in Harlem,Laetitia,Manhattan,Harlem,40.82726,-73.9444,Private room,58,1,17,27/04/2019,0.31,2,289
Room for the Summer,Serge,Manhattan,Harlem,40.82669,-73.94281,Private room,55,2,7,11/10/2016,0.08,1,0
Fantastic 2BR in Brooklyn's Best Area,Seth,Brooklyn,Park Slope,40.67078,-73.98815,Entire home/apt,105,115,15,31/12/2018,0.17,1,219
GREAT 1BR/2BA TERRACE & W/D! in EV!,Ralph,Manhattan,East Village,40.728,-73.97903,Entire home/apt,350,5,4,07/10/2015,0.07,1,0
Big Beautiful Brooklyn Apt @ Park!,Marc,Brooklyn,Prospect-Lefferts Gardens,40.65814,-73.96181,Entire home/apt,150,3,87,16/06/2019,1,1,73
Perfect apt. above L train Graham stop,Haley,Brooklyn,Williamsburg,40.71517,-73.94292,Private room,55,150,10,19/05/2018,0.14,1,97
"Gorgeous Park Slope, BK triplex 4BD",Andrij,Brooklyn,Park Slope,40.66859,-73.98235,Entire home/apt,299,20,0,,,1,149
"Private,Affordable, 20 min to NYC!",Joris,Queens,Ridgewood,40.70054,-73.90255,Entire home/apt,77,3,289,24/06/2019,3.3,1,85
Lovely Chelsea 1 Bedroom,Rachel,Manhattan,Chelsea,40.74572,-73.99965,Entire home/apt,125,9,10,22/08/2018,0.11,1,0
Classy 2.5 BR Brownstone w/ Garden,Michelle,Manhattan,Upper West Side,40.78911,-73.97396,Entire home/apt,395,14,39,16/05/2019,0.45,1,50
Upper Duplex in Brooklyn Brownstone,James,Brooklyn,Bedford-Stuyvesant,40.68813,-73.92817,Entire home/apt,189,7,7,17/04/2017,0.1,2,303
comfy room minutes from museums,Danielle,Bronx,Mott Haven,40.81128,-73.92399,Private room,49,1,23,27/03/2018,0.27,1,333
"Best Block, NYC!  July 25-Aug 18",Joy,Manhattan,Upper West Side,40.77593,-73.97699,Entire home/apt,90,4,22,10/06/2019,0.27,1,239
"Great 1 BR Apt in Kips Bay, NY",Mark,Manhattan,Kips Bay,40.73903,-73.97975,Private room,100,1,1,21/08/2014,0.02,1,6
Private Artist’s Apt/ Amazing Location!,Jsun,Brooklyn,Williamsburg,40.71164,-73.965,Entire home/apt,299,2,5,09/01/2016,0.06,3,0
"1 BR, Book it 1st then write me",Sharma,Queens,Jackson Heights,40.75193,-73.87873,Private room,75,5,30,24/05/2019,0.37,3,180
"No Inq,Read it, 1 BR, Rt of Subway,",Sharma,Queens,Jackson Heights,40.74906,-73.89377,Private room,69,7,55,30/09/2018,0.64,3,318
Spacious Loft 5 min to Union Square,Alex,Brooklyn,Williamsburg,40.71756,-73.95282,Private room,90,1,155,07/06/2019,1.78,3,328
Your Own Private Entrance Studio in Stylish Duplex,Yamil,Manhattan,Harlem,40.8179,-73.94319,Private room,94,1,95,28/06/2019,1.09,1,18
Art & Music Salon,Liz,Brooklyn,Windsor Terrace,40.64814,-73.97304,Private room,80,2,118,16/06/2019,1.35,1,353
Artfully Decorated 2 Bedroom Apt,Karen,Bronx,Longwood,40.81611,-73.89909,Entire home/apt,100,5,82,15/12/2018,0.96,1,63
Lavender Joy Room in Duplex!,Natalie,Brooklyn,Canarsie,40.62897,-73.90334,Private room,39,5,105,09/06/2019,1.21,3,34
1 bdrm brownstone-west 70's-1 block Central Park,Marjorie,Manhattan,Upper West Side,40.77555,-73.9767,Entire home/apt,250,3,73,07/06/2019,0.84,1,284
Serene Room...,Maria Luiza,Brooklyn,Sunset Park,40.6397,-74.0162,Private room,55,7,28,12/05/2019,0.32,2,333
Master Bedroom / ParkSlope Brooklyn,Martha,Brooklyn,Park Slope,40.67267,-73.98348,Private room,110,2,0,,,1,0
"Spacious 4 bedroom house, New York",Tamara,Brooklyn,Kensington,40.64205,-73.97173,Entire home/apt,200,1,3,16/08/2015,0.06,1,0
Brooklyn Apartment Windsor Terrace,Helen,Brooklyn,Windsor Terrace,40.66034,-73.9829,Entire home/apt,142,3,120,01/07/2019,1.4,1,222
Bedroom with Garden at the Back,Waldemar,Brooklyn,Clinton Hill,40.68699,-73.9635,Private room,70,2,339,23/06/2019,3.88,3,333
"Family friendly, sunny new condo in McCarren Park",Laura,Brooklyn,Greenpoint,40.72183,-73.94908,Entire home/apt,260,2,7,23/06/2018,0.09,1,0
"Exciting Lower East Side, Loft Life",Stephanie,Manhattan,Lower East Side,40.71986,-73.9869,Entire home/apt,225,4,13,29/04/2019,0.15,1,195
Large Room w/ Private Entrance,Jacques,Brooklyn,Bedford-Stuyvesant,40.68881,-73.95405,Private room,59,21,6,01/11/2013,0.07,3,0
Private spacious studio available,Toni,Manhattan,Harlem,40.81669,-73.94267,Private room,65,1,3,31/12/2014,0.03,1,0
For Cat-Lovers ONLY,Felo,Manhattan,Inwood,40.86717,-73.9194,Entire home/apt,99,20,11,16/08/2018,0.18,1,249
UNION SQUARE❤️PENTHOUSE 2FL+TERRACE❤️EAST VIllAGE,Alex,Manhattan,East Village,40.72981,-73.98318,Entire home/apt,239,2,67,02/07/2019,1.33,1,78
"Sunny, spacious 1-bedroom in Upper Manhattan",Laura,Manhattan,Inwood,40.86929,-73.92421,Entire home/apt,50,2,123,02/07/2019,1.47,1,21
Hello! Cozy-Singles NYC- Upper Manhattan- Harlem!!,Jeanine,Manhattan,Harlem,40.80533,-73.95204,Private room,65,4,109,19/09/2018,1.25,3,0
Beautiful One Bedroom in Chelsea,Daniel,Manhattan,Chelsea,40.7476,-73.99698,Entire home/apt,139,4,23,04/10/2015,0.27,1,0
"West Village Loft, 1st floor",Gary,Manhattan,West Village,40.73357,-74.00723,Entire home/apt,174,2,269,29/06/2019,3.15,2,167
West Village Gem - 2BR,David,Manhattan,West Village,40.73204,-74.00189,Entire home/apt,315,3,7,29/08/2016,0.08,1,0
Central Harlem Comfy Bedroom with Private Bath,Kaye,Manhattan,Harlem,40.81713,-73.94217,Private room,75,3,36,23/06/2019,1.76,1,47
Beautiful apartment in the heart of The Village,Lorena,Manhattan,East Village,40.72917,-73.98811,Entire home/apt,210,1,178,01/07/2019,2.06,1,0
"Cozy private room, williamsburg NYC",Javier & Jorge,Brooklyn,Williamsburg,40.7061,-73.94531,Private room,55,4,132,10/06/2019,1.51,2,195
Bright Spacious 2 Bedroom/5 Room - wRoof Deck,Sarah,Brooklyn,Williamsburg,40.70147,-73.94378,Entire home/apt,229,3,12,28/05/2019,0.15,1,319
******AMAZING DEAL IN NYC*****,Ivana,Manhattan,Upper East Side,40.76719,-73.95303,Entire home/apt,150,2,23,01/01/2019,0.27,1,0
Great DEAL Gramercy 1 BDROOM /2beds,Jan,Manhattan,Kips Bay,40.74134,-73.98113,Entire home/apt,129,2,47,08/06/2019,0.55,1,177
Beautiful duplex apt in Harlem,Sara,Manhattan,Harlem,40.8162,-73.94747,Entire home/apt,100,8,8,28/03/2019,0.11,1,0
Perfect Bedford L Williamsburg Location!,Sarah,Brooklyn,Williamsburg,40.71613,-73.95837,Entire home/apt,200,3,17,12/05/2016,0.2,1,67
Beautiful Lower East Side Apt! Women only.,Sunserae,Manhattan,Lower East Side,40.71746,-73.98782,Private room,89,5,4,24/03/2018,0.06,1,0
Historic 3 Bedroom Eastern Parkway,Miryam,Brooklyn,Crown Heights,40.66933,-73.93798,Entire home/apt,250,90,19,16/12/2018,0.22,1,311
Large Room w/ Private Entrance,Jacques,Brooklyn,Bedford-Stuyvesant,40.68905,-73.9541,Private room,65,7,2,29/05/2012,0.02,3,0
Sunny plant-filled apartment with 2 balconies,Ora & Scout,Brooklyn,Crown Heights,40.67615,-73.95441,Entire home/apt,68,2,35,01/01/2018,0.54,3,0
"W'burg 2 bedroom w/ yard & laundry, 5 mins to L",Ryan,Brooklyn,Williamsburg,40.7111,-73.94643,Entire home/apt,235,3,108,02/07/2019,1.25,2,144
"Bright, Bedstuy Gem",Nicole Lavonne,Brooklyn,Bedford-Stuyvesant,40.68944,-73.9376,Entire home/apt,100,3,182,01/07/2019,2.15,1,220
Curated 1BR on the prettiest block of the LES,Rj,Manhattan,Lower East Side,40.72106,-73.98384,Entire home/apt,311,3,31,11/06/2019,0.41,1,28
yahmanscrashpads,Lloyd,Queens,Jamaica,40.67747,-73.76493,Shared room,39,1,454,18/06/2019,5.27,1,353
"Our NY home, Greenwich Village apt",David,Manhattan,West Village,40.73123,-74.00591,Private room,100,2,199,05/07/2019,2.3,1,19
$ (Phone number hidden by Airbnb) weeks - room f,Cynthia,Manhattan,Lower East Side,40.72152,-73.99279,Private room,1300,1,0,,,1,0
Studio Apt. Lower East - Manhattan,Murch,Manhattan,Lower East Side,40.72147,-73.99208,Entire home/apt,210,1,230,01/07/2019,2.65,1,319
PRIVATE ROOM NEW YORK,Sue,Brooklyn,Crown Heights,40.66604,-73.95086,Private room,55,4,101,24/06/2019,1.19,4,170
*Unique Master BR in Battery Park!*,Filip,Manhattan,Battery Park City,40.71012,-74.01504,Private room,65,2,8,22/12/2015,0.13,1,0
Spacious sunny LOFT - best location,Diana,Brooklyn,Williamsburg,40.71856,-73.95166,Entire home/apt,165,30,154,12/12/2018,1.87,1,157
Beautiful Sunny Apartment in South Harlem,Aram,Manhattan,Morningside Heights,40.80661,-73.9576,Private room,89,28,69,26/05/2019,0.81,1,80
TriBeCa Amazing River View Loft 3BR,Francesca,Manhattan,Tribeca,40.72203,-74.00988,Entire home/apt,500,10,3,19/06/2018,0.05,1,0
Gorgeous Summer Duplex/Yard sublet,Verena  And Dylan,Brooklyn,Bedford-Stuyvesant,40.68229,-73.94287,Entire home/apt,145,14,3,01/09/2013,0.04,1,0
Brooklyn one-bedroom right by Prospect Park!,Stephen,Brooklyn,Prospect-Lefferts Gardens,40.65955,-73.96066,Private room,110,4,12,26/04/2019,0.16,1,330
Luxury Doorman Bldg Nr Central Park,George,Manhattan,Upper West Side,40.77137,-73.98943,Entire home/apt,180,5,13,22/08/2014,0.15,1,0
Great Brooklyn Studio/1BR!,Rich,Brooklyn,Prospect Heights,40.67796,-73.96458,Entire home/apt,115,2,10,23/05/2016,0.17,1,0
Cozy place,Sweet Home,Brooklyn,Bushwick,40.6933,-73.90823,Entire home/apt,82,15,5,04/01/2019,0.06,1,311
AMAZING Private 1stop away from NYC 1 block Subway,Massi & Ray,Queens,Long Island City,40.7502,-73.94189,Private room,70,1,144,17/06/2019,1.68,2,340
Bright Modern Artist's Apartment,Koren,Brooklyn,Williamsburg,40.71285,-73.94383,Entire home/apt,155,5,10,19/02/2017,0.12,1,0
Studio apartment by Columbus Circle,Deborah,Manhattan,Hell's Kitchen,40.76487,-73.98471,Entire home/apt,117,7,0,,,1,0
Studio Apt in Park Slope- Brooklyn!,Kara,Brooklyn,Sunset Park,40.66387,-73.99077,Entire home/apt,100,2,17,27/07/2015,0.2,1,0
1RW- CARRIAGE HOUSE STUDIO OFF CTYD,Adam,Manhattan,East Village,40.72893,-73.98278,Entire home/apt,89,30,57,05/05/2019,0.67,6,0
3RE - CARRIAGE HOUSE STUDIO OFF CTYD,Adam,Manhattan,East Village,40.73009,-73.9827,Entire home/apt,89,30,70,09/03/2019,0.83,6,4
2RE - CARRIAGE HOUSE STUDIO OFF CTYD,Adam,Manhattan,East Village,40.72955,-73.98298,Entire home/apt,99,30,62,10/01/2019,0.74,6,8
NYC studio in ST MARKS PLACE & 1AVE,Teresa,Manhattan,East Village,40.72693,-73.98521,Entire home/apt,155,6,17,11/10/2018,0.2,1,0
"PRIVATE Room in Spacious, Quiet Apt",Agnes,Manhattan,Harlem,40.82537,-73.94392,Private room,85,1,439,05/07/2019,5.12,2,238
Great LES / Chinatown bedroom,Kristine,Manhattan,Two Bridges,40.71137,-73.99403,Private room,80,4,48,06/01/2019,0.56,1,96
Sunny Midtown East Apt w/ a Loft!!!,Jimmy,Manhattan,Kips Bay,40.74428,-73.97809,Entire home/apt,135,3,134,29/06/2019,1.56,1,236
Gorgeous 2 bdrm in Carroll Gardens,Jennifer,Brooklyn,Carroll Gardens,40.67579,-73.99968,Entire home/apt,150,6,2,20/05/2014,0.03,1,0
"Spectacular Lux 1 Bed Apt, Best Location, Terrace!",Samir,Manhattan,Chelsea,40.74087,-74.00226,Entire home/apt,380,3,16,04/11/2017,0.19,1,0
Brooklyn Brownstone w/ Beautiful Garden,Josh,Brooklyn,Fort Greene,40.68723,-73.96897,Entire home/apt,450,2,31,03/07/2019,1.14,1,30
Mini Loft Williamsburg Bkln-Bedford,Jaime,Brooklyn,Williamsburg,40.7182,-73.95763,Entire home/apt,145,30,36,19/01/2019,0.42,1,342
Rent in beautiful Sunnyside Gardens for holidays,Jazmin,Queens,Sunnyside,40.74679,-73.91853,Private room,80,3,1,30/12/2012,0.01,1,330
Williamsburg 2b apartment with deck,Hannah,Brooklyn,Williamsburg,40.71739,-73.95472,Entire home/apt,225,2,338,07/07/2019,3.9,2,225
"Studio 54, Cozy Room For 2",Ron,Manhattan,Upper West Side,40.77099,-73.9898,Private room,99,3,117,11/12/2017,1.41,1,0
Super Cute Junior 1BR in LES!!,Candice,Manhattan,Lower East Side,40.7195,-73.98022,Entire home/apt,125,1,261,22/06/2019,3.24,1,212
GREAT BRAND NEW 1 BED APT*TIMES SQ,Lior,Manhattan,Hell's Kitchen,40.75636,-73.9939,Entire home/apt,80,30,32,31/01/2017,0.37,7,365
Beautiful Brooklyn Brownstone,Megan,Brooklyn,Fort Greene,40.68834,-73.97875,Private room,100,2,112,30/06/2019,1.3,2,12
Best double Room all included wifi,Edward,Brooklyn,Bedford-Stuyvesant,40.68586,-73.94837,Private room,55,2,22,20/05/2019,0.26,4,297
Downtown Full Floor Loft,Wallace,Manhattan,Civic Center,40.71164,-74.00774,Entire home/apt,328,2,319,02/07/2019,3.78,1,112
Perfect & Stylish Williamsburg Apt,Jodi,Brooklyn,Williamsburg,40.70743,-73.96728,Entire home/apt,142,7,69,20/06/2019,0.85,1,261
Large home in most desirable Brooklyn hood!,John,Brooklyn,Clinton Hill,40.68545,-73.96534,Entire home/apt,350,4,10,12/09/2018,0.12,1,0
Loft-Like Park Slope 3bdr Duplex,Hana,Brooklyn,Windsor Terrace,40.65854,-73.98384,Entire home/apt,300,2,24,20/02/2019,0.39,1,23
Modern 1br by ocean in Brooklyn,Alex,Brooklyn,Fort Hamilton,40.61269,-74.03381,Entire home/apt,105,30,3,12/08/2017,0.05,1,30
Sunny Apt in Brooklyn-Close to Manhattan,Jackie'S Place,Brooklyn,Gowanus,40.67858,-73.98537,Private room,125,31,17,30/06/2014,0.2,2,331
Great 2 bedroom apartment in Williamsburg!,Michael,Brooklyn,Williamsburg,40.70821,-73.95352,Entire home/apt,225,7,13,21/08/2016,0.15,2,0
Nice apartment with a deck!,Keith,Brooklyn,Sunset Park,40.66158,-73.98954,Entire home/apt,92,2,58,27/05/2019,0.67,1,0
Lovely Central East Village 2 Person Entire Apt,Mick & Heidi,Manhattan,East Village,40.72457,-73.98453,Entire home/apt,185,2,62,23/06/2019,0.74,1,0
PRIME LOCATION STYLISH COMFORT,Carter,Brooklyn,Williamsburg,40.71689,-73.95706,Entire home/apt,226,3,203,27/06/2019,2.85,1,38
South Slope Private Bedroom,Kelly,Brooklyn,Sunset Park,40.66221,-73.99743,Private room,50,2,33,30/06/2019,0.39,1,20
A Gem in Harlem - Modern Living,Clara,Manhattan,East Harlem,40.79313,-73.93493,Private room,80,3,47,09/03/2019,0.66,2,0
Great for families!,Peter,Brooklyn,Carroll Gardens,40.68444,-73.99904,Private room,200,5,0,,,1,342
Lovely 1BR - Midtown East by metro!,A.B.,Manhattan,Midtown,40.75632,-73.96464,Entire home/apt,99,14,30,02/03/2018,0.35,1,317
Cat lovers: 3-story Park Slope Townhouse with cat!,Andy,Brooklyn,Park Slope,40.67996,-73.98027,Entire home/apt,68,3,2,29/03/2017,0.05,1,0
Cozy Love Nest Prospect Heights,Ada,Brooklyn,Prospect Heights,40.67369,-73.96589,Private room,102,2,121,17/06/2019,1.6,1,361
3 bdrm family friendly home in central Park Slope,Julie,Brooklyn,Park Slope,40.67211,-73.976,Entire home/apt,220,3,27,17/05/2019,0.45,1,68
Renovated Spacious 1BR Upper West,Carly,Manhattan,Upper West Side,40.79183,-73.97172,Entire home/apt,199,3,24,09/10/2016,0.3,1,0
Stylish Large 1bd APT in Chinatown/Tribeca NYC,Christine,Manhattan,Chinatown,40.71456,-73.99978,Entire home/apt,165,5,22,11/05/2019,0.26,1,316
Two Bridges District Chinatown NYC,Gelya,Manhattan,Chinatown,40.71668,-73.99073,Entire home/apt,150,2,162,16/06/2019,1.92,1,231
Huge sunny artist loft +roof garden,Ute,Brooklyn,Gowanus,40.67862,-73.98561,Entire home/apt,385,1,66,19/05/2019,0.76,2,363
Brooklyn waterfront large sunny apt,Maddy,Brooklyn,Columbia St,40.68721,-74.00147,Private room,75,7,0,,,1,0
"The SoHo Loft - Huge Penthouse - 1,200 sqft",Jean-Marie,Manhattan,SoHo,40.72162,-74.00414,Entire home/apt,499,2,63,07/07/2019,0.76,1,26
10min Walk & 15mins to Tourist Spot,Biren,Queens,East Elmhurst,40.75541,-73.89239,Private room,85,1,219,14/06/2019,2.63,2,305
Classic Brooklyn Brownstone,Megan,Brooklyn,Fort Greene,40.69011,-73.97691,Entire home/apt,160,4,2,31/03/2013,0.03,2,34
"Beautiful, Spacious 4 BR Brooklyn Brownstone",D,Brooklyn,South Slope,40.66641,-73.98283,Entire home/apt,249,3,12,01/07/2019,0.27,1,26
Carroll Gardens Carriage House,Elizabeth (And Jeff Too),Brooklyn,Gowanus,40.67828,-73.99136,Private room,80,2,35,30/05/2017,0.41,1,189
Modern private room in condominium,Regina,Brooklyn,Williamsburg,40.71483,-73.96216,Private room,120,1,124,10/06/2019,1.46,1,292
Hi Traveler.. welcome,Ellen,Bronx,Allerton,40.8687,-73.8524,Private room,35,7,2,23/07/2018,0.17,1,90
"NYC 30 min by Subway, Brooklyn 2",Dimitry,Brooklyn,Brighton Beach,40.5822,-73.96392,Entire home/apt,169,4,63,06/07/2019,1.27,1,323
Trendy Nest in the East Village,Bojan+Margaret,Manhattan,East Village,40.72686,-73.9797,Entire home/apt,220,4,162,21/06/2019,1.88,1,341
BEAUTIFUL ROOM IN BKLYN BROWNSTONE,James,Brooklyn,Bedford-Stuyvesant,40.68825,-73.92951,Private room,85,3,103,15/06/2019,1.25,2,344
UPWS sunny DUPLEX +PATIO,Aleksandra,Manhattan,Upper West Side,40.78451,-73.97882,Entire home/apt,300,7,0,,,1,0
Private Bdrm & Bath-30-night min-Weekly Maid Serv.,Joyce,Manhattan,Harlem,40.82392,-73.94205,Private room,79,30,185,07/06/2019,2.15,1,302
Private Bedroom in Wooden House,Fanny,Brooklyn,Williamsburg,40.71384,-73.9474,Private room,90,4,219,15/06/2019,2.54,1,30
Room w/pvt bathroom on Central Park,Patrick,Manhattan,Upper West Side,40.7952,-73.9624,Private room,99,1,280,23/06/2019,3.51,1,246
Beautiful Downtown Manhattan Share,Anastasia,Manhattan,Chelsea,40.73942,-74.00009,Shared room,50,1,61,07/05/2017,0.71,2,0
"Sunny Rm #1, Air Conditioner, Park,Express Q train",Gina,Brooklyn,Prospect-Lefferts Gardens,40.65524,-73.95646,Private room,46,1,184,10/06/2019,2.14,5,362
Park Slope duplex with backyard,Elodie,Brooklyn,South Slope,40.66153,-73.98554,Entire home/apt,325,3,116,07/07/2019,1.37,1,203
Spacious Apartment w extra room,Caitlin,Staten Island,New Springville,40.59274,-74.16178,Private room,68,2,11,22/10/2018,0.24,1,88
HEART OF SOHO The Perfect One Bedroom Apt,Eric,Manhattan,SoHo,40.72701,-74.0011,Entire home/apt,198,3,9,23/02/2019,0.1,1,0
Charming & Spacious One Bedroom,Rebecca (Marks),Brooklyn,Bedford-Stuyvesant,40.68607,-73.95839,Entire home/apt,100,5,4,14/07/2013,0.05,1,0
Hip Stylish WIlliamsburg Studio,Theresa,Brooklyn,Williamsburg,40.71345,-73.95689,Entire home/apt,175,2,15,03/06/2019,0.29,1,64
SLEEK WEST VILLAGE ARTIST STUDIO LOFT,Michele,Manhattan,West Village,40.73214,-74.00188,Entire home/apt,130,4,22,26/05/2019,0.28,1,77
Sunny 1BD in Greenwich Village,Mahalia,Manhattan,Greenwich Village,40.72903,-74.00028,Entire home/apt,180,3,18,01/07/2017,0.21,1,0
1760 Sq ft Penthouse apartment,Eric,Brooklyn,Prospect Heights,40.67823,-73.97007,Entire home/apt,209,3,56,04/07/2019,0.65,1,160
"Charming, Retro Apt on the UWS",Erin,Manhattan,Upper West Side,40.79842,-73.96903,Entire home/apt,150,4,2,03/09/2014,0.03,1,141
The biggest small apt in Manhattan,Mariana,Manhattan,Lower East Side,40.72232,-73.98686,Entire home/apt,104,3,57,30/06/2019,0.7,1,6
SPACIOUS Fabulous Sunny Loft for 2 wks in Fall,Ann,Manhattan,East Village,40.72454,-73.97944,Entire home/apt,175,4,13,16/11/2018,0.17,1,0
"Enjoy a 1 Bedroom to share, NYC",Catherine,Manhattan,Upper East Side,40.77799,-73.95223,Private room,80,1,1,22/06/2012,0.01,1,0
Charming ROOM(s)*Lovely BUSHWICK Block*25min->City,Kelly,Brooklyn,Bushwick,40.69227,-73.90852,Private room,68,2,37,23/06/2019,0.49,1,23
Cozy Room in Lively East Village,John,Manhattan,East Village,40.7276,-73.98347,Private room,72,5,451,30/06/2019,5.26,2,13
Modern Sunny 2 Bedroom Apartment,Jason,Queens,Astoria,40.75782,-73.92129,Entire home/apt,107,30,24,30/04/2019,0.29,8,262
Large sunny 1br apt in East Village,Anthony,Manhattan,East Village,40.72756,-73.97939,Entire home/apt,150,7,19,22/03/2019,0.32,1,24
Bronx Room Near Yankees + Harlem,Jose And Ysaira,Bronx,Morris Heights,40.84937,-73.91328,Private room,45,3,190,06/06/2019,2.21,2,329
Ready private furnished room w/Wifi,Edward,Brooklyn,Bedford-Stuyvesant,40.68549,-73.94724,Private room,49,2,46,27/05/2019,0.54,4,301
Artist's Ditmas Pk 5 bedroom house,Rick,Brooklyn,Flatbush,40.64229,-73.96548,Entire home/apt,349,1,169,23/06/2019,2.08,1,344
Spacious Upper West Side 1-Bedroom,Margaret,Manhattan,Upper West Side,40.79218,-73.97926,Entire home/apt,185,2,165,18/06/2019,1.92,1,259
"Gramercy Pk Area, w Rooftop Gdn!",Jacqueline,Manhattan,Kips Bay,40.73951,-73.98146,Entire home/apt,145,3,2,23/06/2016,0.02,1,0
"Wake up to the skyline of the city, prime location",Darya,Brooklyn,Williamsburg,40.7139,-73.96553,Entire home/apt,96,3,1,26/05/2018,0.07,1,0
"Artist Loft @ Bushwick, Brooklyn",Samantha,Brooklyn,Bushwick,40.70753,-73.92048,Entire home/apt,120,5,3,20/09/2015,0.04,1,0
